version,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.0,Forms and Widgets,Field constraints can be enforced or not,OpenGIS.ch,,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Forms and Widgets,Allow controlling labels for individual edit widgets,Not specified,,Matthias Kuhn,,index.md
3.0,Forms and Widgets,Smarter default edit widgets with plugins to pick them,Not specified,,Patrick Valsecchi,,index.md
3.0,Layer Legend,Hide Deselected Layers action,SMEC (Surbana Jurong),http://www.smec.com/en_au,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Layer Legend,Change of ergonomy of the visibility of layers inside groups,Not specified,,Even Rouault,,index.md
3.0,Analysis Tools,Raster unique values count for processing,Not specified,,Not specified,,index.md
3.0,Processing,Optimised points along geometry algorithm,Andreas Neumann,,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,New algorithm to orthagonalize geometries,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Improved processing modeler window,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.0,Processing,New algorithm for offsetting lines,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,New algorithm for single sided buffers,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,expose zonal statistics from Zonal statistics plugin in toolbox,Not specified,,Alexander Bruy,,index.md
3.0,Processing,add a spatialite execute SQL algorithm,Not specified,,Mathieu Pellerin,,index.md
3.0,Processing,add import into spatialite algorithm,Not specified,,Mathieu Pellerin,,index.md
3.0,Processing,Port heatmap plugin to processing algorithm,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,New extract by expression algorithm,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,support for output geometry types in models,Not specified,,Alexander Bruy,,index.md
3.0,Processing,Better support for Z/M dimensions and curved geometries,Not specified,,Not specified,,index.md
3.0,Processing,added ‘invalid feature handling’ option,Not specified,,Victor Olaya,,index.md
3.0,Processing,SplitWithLines,Not specified,,Bernhard Ströbl,,index.md
3.0,Processing,Raster analysis algorithms added to Processing,Not specified,,Alexander Bruy,,index.md
3.0,Processing,New input type for expressions,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,New algorithm to extend lines,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Create attribute index algorithm,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Interpolation algorithms,Not specified,,Alexander Bruy,,index.md
3.0,Processing,Extract by attribute can extract for null/notnull values,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,algorithm to fix invalid geometries using native makeValid() implementation,Not specified,,Alexander Bruy,,index.md
3.0,Processing,New universal 'basic stats for field' algorithm,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Network analysis algorithms,Not specified,,Alexander Bruy,,index.md
3.0,Processing,New algorithm to truncate tables,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Export processing models as PDF/SVG,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.0,Processing,New 'drop geometries' algorithm,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,New raster unique values report algorithm,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.0,Processing,add search to Get Scripts and Models dialog,Not specified,,Alexander Bruy,,index.md
3.0,Processing,New algorithm for translating (moving) points,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,improved Extract nodes algorithm,Andreas Neumann,,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Generic centroid algorithm,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Download a file from Processing,Not specified,,Etienne Trimaille,https://github.com/Gustry,index.md
3.0,Processing,remove TauDEM provider from core Processing,Not specified,,Not specified,,index.md
3.0,Processing,New algorithm to extract specific nodes,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,pole of inaccessibility algorithm,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,New algorithm to compute geometry by expression,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Add choice of simplification method to simplify,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Angle threshold for smooth algorithm,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Snap geometries to layer algorithm,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Processing,Sort by expression algorithm,DFAT/DMI,http://dfat.gov.au/pages/default.aspx,Etienne Trimaille (Kartoza),http://www.kartoza.com,index.md
3.0,Application and Project Options,Add support for user profiles,Not specified,,Nathan Woodrow,https://github.com/NathanW2,index.md
3.0,Application and Project Options,New zipped project file format .qgz,French ministry of Ecology and Sustainable Developpement,https://www.ecologique-solidaire.gouv.fr/,OSLANDIA - Paul Blottiere,https://github.com/pblottiere,index.md
3.0,Browser,Drag'n'drop layers from layer tree view to browser dock,Not specified,,Martin Dobias,,index.md
3.0,Browser,Standalone QGIS Browser application removed,Not specified,,Not specified,,index.md
3.0,Data Providers,New unified 'add layer' dialog,Not specified,,Alessandro Pasotti,https://www.itopen.it,index.md
3.0,Data Providers,GeoPackage,Not specified,,Alessandro Pasotti,,index.md
3.0,Data Providers,Support all GDAL writable raster formats for 'Save as' dialog on raster layers,Not specified,,Nyall Dawson,,index.md
3.0,Data Providers,"Support for Z/M geometries in gpkg, spatialite and memory layer provider","QWAT group, http://www.imhere-asia.com/",http://www.qwat.org,"Mathieu Pellerin, Alexander Bury, Paul Blottiere",,index.md
3.0,Data Providers,Unique and not-null constraint handling,OpenGIS.ch,,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Data Providers,GeoNode integration,WorldBank/GFDRR,https://www.gfdrr.org,Kartoza,http://kartoza.com,index.md
3.0,Data Providers,Detect literal default values for spatialite provider,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Data Providers,Create attribute index support for spatialite provider,North Road,https://north-road.com/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,Data Providers,Add support for arrays,Not specified,,Patrick Valsecchi,,index.md
3.0,Data Providers,Support for HStore in PostGIS data provider,Not specified,,Not specified,,index.md
3.0,Data Providers,Add auto-discovery of relations for PostgresQL,Not specified,,Patrick Valsecchi,,index.md
3.0,Data Providers,Data dependencies between layers,Not specified,,Hugo Mercier,,index.md
3.0,Data Providers,dxf export: support reprojection,Not specified,,Juergen E. Fischer,,index.md
3.0,Data Providers,Load/save style in database for GPKG and Spatialite,Not specified,,Even Rouault,,index.md
3.0,Data Providers,Improved handling of defaults,Canton of Zug and the QGEP project,,Nyall Dawson (North Road),https://north-road.com/,index.md
3.0,QGIS Server,Possibility to segmentize feature info geometry in server,Kanton of Zug,https://geo.zg.ch/,Marco Hugentobler,https://www.sourcepole.ch/,index.md
3.0,QGIS Server,QGIS Server overhaul,QGIS.ORG Donors,,Not specified,,index.md
3.0,Plugins,Offline editing: Add flag to only copy selected features,DB Fahrwegdienste GmbH,,Matthias Kuhn,,index.md
3.0,Plugins,allow installing plugins from local ZIP packages,Not specified,,Alexander Bruy,,index.md
3.0,Plugins,GDALTools moved to Processing,Not specified,,Alexander Bruy,,index.md
3.0,Plugins,Remove trusted status from Plugin Manager,Not specified,,Not specified,,index.md
3.0,Plugins,Plugins can provide a custom help in Expression window,DFAT/DMI,http://dfat.gov.au,Etienne Trimaille (Kartoza),http://www.kartoza.com,index.md
3.0,Programmability,Geometry class updates,Not specified,,"Matthias, Nyall and others",,index.md
3.0,Programmability,API to allow drag'n'drop of custom browser items,Not specified,,Martin Dobias,,index.md
3.0,Programmability,Task manager,QGIS Grant Program,,Nyall Dawson (North Road),https://north-road.com/,index.md
3.10,General,Show news items on welcome page,QGIS.org,,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,General,Milliradians (SI definition) and mil (NATO) units,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,General,Interface Customization dialog filtering,Not specified,,DelazJ,,index.md
3.10,General,Improved auto-fix broken layers,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,General,Spatial bookmarks supercharged!,Not specified,,"Mathieu Pellerin, Nyall Dawson",,index.md
3.10,General,"""Reselect Features"" action in Edit -\> Select menu",North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,General,Parallelize snap index build,Not specified,,Oslandia,,index.md
3.10,General,Templates for QGIS Projects,The QGIS Project,https://www.qgis.org,Matthias Kuhn (OPENGIS.ch),https://www.opengis.ch,index.md
3.10,Map Tools,3D line lengths shown in identify tool results,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Symbology,Default resampling setting for newly-added raster layers,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.10,Symbology,Improved copy/paste of symbols,SMEC/SJ,https://www.smec.com/en_au,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Symbology,"""Center of segment"" placement mode for marker and hash line symbol layers",North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Symbology,More flexible data defined offset expressions,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Labelling,Create and manage text formats and label settings in QGIS styles,North Road,http://north-road.com,North Road,http://north-road.com,index.md
3.10,Labelling,Marker symbols as label backgrounds,North Road,http://north-road.com,North Road,http://north-road.com,index.md
3.10,Labelling,Label callouts!,SMEC/SJ,https://www.smec.com/en_au,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Labelling,Change multi-line label alignment for individual labels,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.10,Labelling,Show unplaced labels,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Labelling,Overrun distance for line labels,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Labelling,"Data defined control for ""label every part of multipart features"" setting",North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Labelling,"Control ""label all parts"" via the label properties tool",North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Labelling,Vertical text orientation,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.10,Labelling,Control over font kerning,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.10,Rendering,Rendering raster layers outside the reported extent,Not specified,,Matthias Kuhn (Opengis.ch),,index.md
3.10,Rendering,Georeference PDFs and TIFs when saving the map canvas as image/PDF,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.10,Rendering,New map canvas image decoration,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.10,Rendering,Logarithmic scale classification,Not specified,,OPENGIS.ch,https://www.opengis.ch,index.md
3.10,3D Features,Measurement tool in 3D map view,Google Summer of Code Program,https://summerofcode.withgoogle.com/projects/#5265985207009280,Ismail Sunni,http://ismailsunni.id,index.md
3.10,3D Features,Billboard Rendering for Points,Google Summer of Code Program,https://summerofcode.withgoogle.com/projects/#5265985207009280,Ismail Sunni,http://ismailsunni.id,index.md
3.10,3D Features,3D On-Screen Navigation,Google Summer of Code Program,https://summerofcode.withgoogle.com/projects/#5265985207009280,Ismail Sunni,http://ismailsunni.id,index.md
