version,version_name,release_date,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.0,3.0.0 '<img',Not specified,Digitising,Overhaul of the Vertex tool,QWAT,http://qwat.org/,Lutra Consulting,,index.md
3.0,3.0.0 '<img',Not specified,Digitising,Vertex tool: mid-point markers to add vertices,QWAT,http://qwat.org/,Lutra Consulting,,index.md
3.0,3.0.0 '<img',Not specified,Digitising,Vertex tool: continue line,QWAT,http://qwat.org/,Lutra Consulting,,index.md
3.0,3.0.0 '<img',Not specified,Digitising,Vertex tool: support for advanced digitizing panel,QWAT,http://qwat.org/,Lutra Consulting,,index.md
3.0,3.0.0 '<img',Not specified,Data Management,Metadata overhaul,WorldBank/GFDRR,http://gfdrr.org,Kartoza,,index.md
3.0,3.0.0 '<img',Not specified,Data Management,Pan to current feature in attribute table,Not specified,,Marco Hugentobler,,index.md
3.0,3.0.0 '<img',Not specified,Data Management,Map of CRS-extent in Project properties,Not specified,,Not specified,,index.md
3.0,3.0.0 '<img',Not specified,Data Management,Auxilliary Storage Support,Not specified,,Paul Blottiere,,index.md
3.0,3.0.0 '<img',Not specified,Data Management,Unified data source manager dialog,Boundless,,Alessandro Pasotti,,index.md
3.0,3.0.0 '<img',Not specified,Data Management,OSM Downloader tool removed,Not specified,,Not specified,,index.md
3.0,3.0.0 '<img',Not specified,Forms and Widgets,Show field values in autocompleter in form filter mode,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Forms and Widgets,Allow configuring link/unlink feature buttons on relation editor widget,Not specified,,Matthias Kuhn,,index.md
3.0,3.0.0 '<img',Not specified,Forms and Widgets,Add layer scoped actions,Not specified,,Matthias Kuhn,,index.md
3.0,3.0.0 '<img',Not specified,Forms and Widgets,Add between/not between to numerical fields in select by form,Not specified,,Mathieu Pellerin,,index.md
3.0,3.0.0 '<img',Not specified,Forms and Widgets,Add zoom to features and flash features shortcuts in select by form dialog,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Forms and Widgets,conditional visibility for tabs and groupboxes,Not specified,,Matthias Kuhn,,index.md
3.0,3.0.0 '<img',Not specified,Forms and Widgets,Field constraints can be enforced or not,OpenGIS.ch,,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Forms and Widgets,Allow controlling labels for individual edit widgets,Not specified,,Matthias Kuhn,,index.md
3.0,3.0.0 '<img',Not specified,Forms and Widgets,Smarter default edit widgets with plugins to pick them,Not specified,,Patrick Valsecchi,,index.md
3.0,3.0.0 '<img',Not specified,Layer Legend,Hide Deselected Layers action,SMEC (Surbana,,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Layer Legend,Change of ergonomy of the visibility of layers inside groups,Not specified,,Even Rouault,,index.md
3.0,3.0.0 '<img',Not specified,Analysis Tools,Raster unique values count for processing,Not specified,,Not specified,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Optimised points along geometry algorithm,Andreas Neumann,,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New algorithm to orthagonalize geometries,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Improved processing modeler window,Not specified,,Mathieu Pellerin,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New algorithm for offsetting lines,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New algorithm for single sided buffers,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,expose zonal statistics from Zonal statistics plugin in toolbox,Not specified,,Alexander Bruy,,index.md
3.0,3.0.0 '<img',Not specified,Processing,add a spatialite execute SQL algorithm,Not specified,,Mathieu Pellerin,,index.md
3.0,3.0.0 '<img',Not specified,Processing,add import into spatialite algorithm,Not specified,,Mathieu Pellerin,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Port heatmap plugin to processing algorithm,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New extract by expression algorithm,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,support for output geometry types in models,Not specified,,Alexander Bruy,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Better support for Z/M dimensions and curved geometries,Not specified,,Not specified,,index.md
3.0,3.0.0 '<img',Not specified,Processing,added ‘invalid feature handling’ option,Not specified,,Victor Olaya,,index.md
3.0,3.0.0 '<img',Not specified,Processing,SplitWithLines,Not specified,,Bernhard Ströbl,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Raster analysis algorithms added to Processing,Not specified,,Alexander Bruy,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New input type for expressions,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New algorithm to extend lines,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Create attribute index algorithm,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Interpolation algorithms,Not specified,,Alexander Bruy,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Extract by attribute can extract for null/notnull values,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,algorithm to fix invalid geometries using native makeValid() implementation,Not specified,,Alexander Bruy,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New universal 'basic stats for field' algorithm,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Network analysis algorithms,Not specified,,Alexander Bruy,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New algorithm to truncate tables,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Export processing models as PDF/SVG,Not specified,,Mathieu Pellerin,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New 'drop geometries' algorithm,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New raster unique values report algorithm,Not specified,,Mathieu Pellerin,,index.md
3.0,3.0.0 '<img',Not specified,Processing,add search to Get Scripts and Models dialog,Not specified,,Alexander Bruy,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New algorithm for translating (moving) points,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,improved Extract nodes algorithm,Andreas Neumann,,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Generic centroid algorithm,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Download a file from Processing,Not specified,,Étienne Trimaille,,index.md
3.0,3.0.0 '<img',Not specified,Processing,remove TauDEM provider from core Processing,Not specified,,Not specified,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New algorithm to extract specific nodes,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,pole of inaccessibility algorithm,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,New algorithm to compute geometry by expression,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Add choice of simplification method to simplify,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Angle threshold for smooth algorithm,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Snap geometries to layer algorithm,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Processing,Sort by expression algorithm,Not specified,,Étienne Trimaille,,index.md
3.0,3.0.0 '<img',Not specified,Application and Project Options,Add support for user profiles,Not specified,,Nathan Woodrow,,index.md
3.0,3.0.0 '<img',Not specified,Application and Project Options,New zipped project file format .qgz,French ministry of Ecology and Sustainable,,Paul Blottiere,,index.md
3.0,3.0.0 '<img',Not specified,Browser,Drag'n'drop layers from layer tree view to browser dock,Not specified,,Martin Dobias,,index.md
3.0,3.0.0 '<img',Not specified,Browser,Standalone QGIS Browser application removed,Not specified,,Not specified,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,New unified 'add layer' dialog,Not specified,,Alessandro Pasotti,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,GeoPackage,Not specified,,Alessandro Pasotti,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Support all GDAL writable raster formats for 'Save as' dialog on raster layers,Not specified,,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,"Support for Z/M geometries in gpkg, spatialite and memory layer provider","QWAT group, http://www.imhere-asia.com/",http://www.qwat.org,Mathieu Pellerin,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Unique and not-null constraint handling,OpenGIS.ch,,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,GeoNode integration,WorldBank/GFDRR,https://www.gfdrr.org,Kartoza,http://kartoza.com,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Detect literal default values for spatialite provider,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Create attribute index support for spatialite provider,North Road,https://north-road.com/,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Add support for arrays,Not specified,,Patrick Valsecchi,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Support for HStore in PostGIS data provider,Not specified,,Not specified,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Add auto-discovery of relations for PostgresQL,Not specified,,Patrick Valsecchi,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Data dependencies between layers,Not specified,,Hugo Mercier,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,dxf export: support reprojection,Not specified,,Jürgen Fischer,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Load/save style in database for GPKG and Spatialite,Not specified,,Even Rouault,,index.md
3.0,3.0.0 '<img',Not specified,Data Providers,Improved handling of defaults,Canton of Zug and the QGEP project,,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,QGIS Server,Possibility to segmentize feature info geometry in server,Kanton of Zug,https://geo.zg.ch/,Marco Bernasocchi,,index.md
3.0,3.0.0 '<img',Not specified,QGIS Server,QGIS Server overhaul,QGIS.ORG Donors,,Not specified,,index.md
3.0,3.0.0 '<img',Not specified,Plugins,Offline editing: Add flag to only copy selected features,DB Fahrwegdienste GmbH,,Matthias Kuhn,,index.md
3.0,3.0.0 '<img',Not specified,Plugins,allow installing plugins from local ZIP packages,Not specified,,Alexander Bruy,,index.md
3.0,3.0.0 '<img',Not specified,Plugins,GDALTools moved to Processing,Not specified,,Alexander Bruy,,index.md
3.0,3.0.0 '<img',Not specified,Plugins,Remove trusted status from Plugin Manager,Not specified,,Not specified,,index.md
3.0,3.0.0 '<img',Not specified,Plugins,Plugins can provide a custom help in Expression window,DFAT/DMI,http://dfat.gov.au,Étienne Trimaille,,index.md
3.0,3.0.0 '<img',Not specified,Programmability,Geometry class updates,Not specified,,Nyall Dawson,,index.md
3.0,3.0.0 '<img',Not specified,Programmability,API to allow drag'n'drop of custom browser items,Not specified,,Martin Dobias,,index.md
3.0,3.0.0 '<img',Not specified,Programmability,Task manager,QGIS Grant Program,,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,General,Show news items on welcome page,QGIS.org,,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,General,Milliradians (SI definition) and mil (NATO) units,North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,General,Interface Customization dialog filtering,Not specified,,DelazJ,,index.md
3.10,3.10 'LTR',Not specified,General,Improved auto-fix broken layers,North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,General,Spatial bookmarks supercharged!,Not specified,,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,General,"""Reselect Features"" action in Edit -\> Select menu",North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,General,Parallelize snap index build,Not specified,,Oslandia,,index.md
3.10,3.10 'LTR',Not specified,General,Templates for QGIS Projects,The QGIS Project,https://www.qgis.org,Matthias Kuhn,,index.md
3.10,3.10 'LTR',Not specified,Map Tools,3D line lengths shown in identify tool results,North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Symbology,Default resampling setting for newly-added raster layers,Not specified,,Mathieu Pellerin,,index.md
3.10,3.10 'LTR',Not specified,Symbology,Improved copy/paste of symbols,SMEC/SJ,https://www.smec.com/en_au,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Symbology,"""Center of segment"" placement mode for marker and hash line symbol layers",North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Symbology,More flexible data defined offset expressions,North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Labelling,Create and manage text formats and label settings in QGIS styles,North Road,http://north-road.com,Nyall Dawson,http://north-road.com,index.md
3.10,3.10 'LTR',Not specified,Labelling,Marker symbols as label backgrounds,North Road,http://north-road.com,Nyall Dawson,http://north-road.com,index.md
3.10,3.10 'LTR',Not specified,Labelling,Label callouts!,SMEC/SJ,https://www.smec.com/en_au,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Labelling,Change multi-line label alignment for individual labels,Not specified,,Mathieu Pellerin,,index.md
3.10,3.10 'LTR',Not specified,Labelling,Show unplaced labels,North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Labelling,Overrun distance for line labels,North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Labelling,"Data defined control for ""label every part of multipart features"" setting",North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Labelling,"Control ""label all parts"" via the label properties tool",North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Labelling,Vertical text orientation,Not specified,,Mathieu Pellerin,,index.md
3.10,3.10 'LTR',Not specified,Labelling,Control over font kerning,North Road,http://north-road.com,Nyall Dawson,,index.md
3.10,3.10 'LTR',Not specified,Rendering,Rendering raster layers outside the reported extent,Not specified,,OPENGIS.ch,,index.md
3.10,3.10 'LTR',Not specified,Rendering,Georeference PDFs and TIFs when saving the map canvas as image/PDF,Not specified,,Mathieu Pellerin,,index.md
